account_id,customer_id,account_type,currency,branch_id,open_date,status,created_at,created_by
ACC0000041,CUST000028,savings,GBP,BR0011,2022-11-01,active,2022-11-01 00:00:00,ACCOUNT_OPENING_SVC
ACC0000042,CUST000028,checking,GBP,BR0010,2018-07-28,closed,2018-07-28 00:00:00,ACCOUNT_OPENING_SVC
ACC0000043,CUST000029,business,USD,BR0004,2019-04-14,active,2019-04-14 00:00:00,ACCOUNT_OPENING_SVC
ACC0000044,CUST000029,checking,USD,BR0003,2021-04-03,dormant,2021-04-03 00:00:00,ACCOUNT_OPENING_SVC
ACC0000045,CUST000029,checking,USD,BR0003,2021-06-03,active,2021-06-03 00:00:00,ACCOUNT_OPENING_SVC
ACC0000046,CUST000030,business,CAD,BR0023,2018-08-11,active,2018-08-11 00:00:00,ACCOUNT_OPENING_SVC
ACC0000047,CUST000031,checking,AUD,BR0029,2023-08-27,active,2023-08-27 00:00:00,ACCOUNT_OPENING_SVC
ACC0000048,CUST000032,checking,SGD,BR0015,2020-08-04,dormant,2020-08-04 00:00:00,ACCOUNT_OPENING_SVC
ACC0000049,CUST000032,savings,SGD,BR0014,2020-03-16,active,2020-03-16 00:00:00,ACCOUNT_OPENING_SVC
ACC0000050,CUST000033,savings,INR,BR0001,2020-08-12,active,2020-08-12 00:00:00,ACCOUNT_OPENING_SVC
ACC0000051,CUST000034,business,CNY,BR0005,2019-06-20,active,2019-06-20 00:00:00,ACCOUNT_OPENING_SVC
ACC0000052,CUST000035,business,AED,BR0009,2023-05-22,active,2023-05-22 00:00:00,ACCOUNT_OPENING_SVC
ACC0000053,CUST000035,business,AED,BR0009,2022-04-06,active,2022-04-06 00:00:00,ACCOUNT_OPENING_SVC
ACC0000054,CUST000035,business,AED,BR0008,2020-12-26,active,2020-12-26 00:00:00,ACCOUNT_OPENING_SVC
ACC0000055,CUST000036,checking,CNY,BR0005,2020-12-11,active,2020-12-11 00:00:00,ACCOUNT_OPENING_SVC
ACC0000056,CUST000037,business,CNY,BR0005,2018-04-12,active,2018-04-12 00:00:00,ACCOUNT_OPENING_SVC
ACC0000057,CUST000037,business,CNY,BR0005,2022-07-18,active,2022-07-18 00:00:00,ACCOUNT_OPENING_SVC
ACC0000058,CUST000038,checking,INR,BR0001,2026-01-16,active,2026-01-16 00:00:00,ACCOUNT_OPENING_SVC
ACC0000059,CUST000039,business,NGN,BR0025,2020-01-06,active,2020-01-06 00:00:00,ACCOUNT_OPENING_SVC
ACC0000060,CUST000039,business,NGN,BR0026,2021-07-27,active,2021-07-27 00:00:00,ACCOUNT_OPENING_SVC
ACC0000061,CUST000039,checking,NGN,BR0026,2021-11-17,active,2021-11-17 00:00:00,ACCOUNT_OPENING_SVC
ACC0000062,CUST000040,business,SGD,BR0015,2019-09-22,active,2019-09-22 00:00:00,ACCOUNT_OPENING_SVC
ACC0000063,CUST000041,savings,NGN,BR0026,2018-07-14,active,2018-07-14 00:00:00,ACCOUNT_OPENING_SVC
ACC0000064,CUST000041,business,NGN,BR0025,2021-07-21,active,2021-07-21 00:00:00,ACCOUNT_OPENING_SVC
ACC0000065,CUST000042,savings,GBP,BR0011,2023-08-15,active,2023-08-15 00:00:00,ACCOUNT_OPENING_SVC
ACC0000066,CUST000043,checking,CNY,BR0006,2018-11-13,active,2018-11-13 00:00:00,ACCOUNT_OPENING_SVC
ACC0000067,CUST000044,business,CAD,BR0023,2022-05-26,active,2022-05-26 00:00:00,ACCOUNT_OPENING_SVC
ACC0000068,CUST000045,checking,NGN,BR0026,2019-03-08,dormant,2019-03-08 00:00:00,ACCOUNT_OPENING_SVC
ACC0000069,CUST000046,savings,USD,BR0003,2019-08-27,active,2019-08-27 00:00:00,ACCOUNT_OPENING_SVC
ACC0000070,CUST000047,savings,EUR,BR0019,2021-06-22,active,2021-06-22 00:00:00,ACCOUNT_OPENING_SVC
ACC0000071,CUST000048,checking,AUD,BR0030,2024-02-05,active,2024-02-05 00:00:00,ACCOUNT_OPENING_SVC
ACC0000072,CUST000048,savings,AUD,BR0030,2020-05-02,active,2020-05-02 00:00:00,ACCOUNT_OPENING_SVC
ACC0000073,CUST000049,savings,NGN,BR0026,2020-01-02,active,2020-01-02 00:00:00,ACCOUNT_OPENING_SVC
ACC0000074,CUST000050,business,AUD,BR0029,2021-12-22,active,2021-12-22 00:00:00,ACCOUNT_OPENING_SVC
ACC0000075,CUST000051,savings,CNY,BR0006,2021-08-05,active,2021-08-05 00:00:00,ACCOUNT_OPENING_SVC
ACC0000076,CUST000052,savings,AED,BR0008,2021-04-18,active,2021-04-18 00:00:00,ACCOUNT_OPENING_SVC
ACC0000077,CUST000052,savings,AED,BR0009,2021-08-10,active,2021-08-10 00:00:00,ACCOUNT_OPENING_SVC
ACC0000078,CUST000053,savings,EUR,BR0019,2019-09-07,active,2019-09-07 00:00:00,ACCOUNT_OPENING_SVC
ACC0000079,CUST000054,business,EUR,BR0017,2023-06-27,active,2023-06-27 00:00:00,ACCOUNT_OPENING_SVC
ACC0000080,CUST000054,business,EUR,BR0017,2020-09-07,active,2020-09-07 00:00:00,ACCOUNT_OPENING_SVC
ACC0000081,CUST000054,checking,EUR,BR0019,2022-06-15,active,2022-06-15 00:00:00,ACCOUNT_OPENING_SVC
ACC0000081,CUST000054,checking,EUR,BR0019,2022-06-15,active,2022-06-15 00:00:00,ACCOUNT_OPENING_SVC
ACC0000082,CUST000055,business,EUR,BR0017,2022-12-23,active,2022-12-23 00:00:00,ACCOUNT_OPENING_SVC
ACC0000083,CUST000055,savings,EUR,BR0016,2019-12-07,active,2019-12-07 00:00:00,ACCOUNT_OPENING_SVC
ACC0000084,CUST000056,checking,AED,BR0009,2024-08-16,active,2024-08-16 00:00:00,ACCOUNT_OPENING_SVC
ACC0000085,CUST000057,savings,NGN,BR0024,2024-04-26,active,2024-04-26 00:00:00,ACCOUNT_OPENING_SVC
ACC0000086,CUST000058,savings,RUB,BR0028,2025-03-16,active,2025-03-16 00:00:00,ACCOUNT_OPENING_SVC
ACC0000087,CUST000059,business,RUB,BR0028,2020-05-03,,2020-05-03 00:00:00,ACCOUNT_OPENING_SVC
ACC0000088,CUST000060,savings,AED,BR0007,2024-06-15,active,2024-06-15 00:00:00,ACCOUNT_OPENING_SVC
ACC0000088,CUST000060,savings,AED,BR0007,2024-06-15,active,2024-06-15 00:00:00,ACCOUNT_OPENING_SVC
ACC0000089,CUST000061,checking,INR,BR0001,2025-06-21,active,2025-06-21 00:00:00,ACCOUNT_OPENING_SVC
ACC0000090,CUST000061,checking,INR,BR0001,2021-09-08,active,2021-09-08 00:00:00,ACCOUNT_OPENING_SVC
ACC0000091,CUST000062,savings,EUR,BR0018,2023-10-27,active,2023-10-27 00:00:00,ACCOUNT_OPENING_SVC
ACC0000092,CUST000063,savings,CAD,BR0022,2022-11-02,active,2022-11-02 00:00:00,ACCOUNT_OPENING_SVC
ACC0000093,CUST000064,savings,CAD,BR0022,2026-03-26,active,2026-03-26 00:00:00,ACCOUNT_OPENING_SVC
ACC0000094,CUST000065,checking,RUB,BR0027,2025-07-03,active,2025-07-03 00:00:00,ACCOUNT_OPENING_SVC
ACC0000095,CUST000066,savings,CAD,BR0021,2025-06-13,active,2025-06-13 00:00:00,ACCOUNT_OPENING_SVC
ACC0000096,CUST000067,checking,NGN,BR0026,2025-03-27,active,2025-03-27 00:00:00,ACCOUNT_OPENING_SVC
ACC0000097,CUST000068,business,AED,BR0008,2019-05-17,dormant,2019-05-17 00:00:00,ACCOUNT_OPENING_SVC
ACC0000098,CUST000069,savings,RUB,BR0027,2022-12-03,active,2022-12-03 00:00:00,ACCOUNT_OPENING_SVC
ACC0000099,CUST000070,business,GBP,BR0013,2026-03-02,active,2026-03-02 00:00:00,ACCOUNT_OPENING_SVC
ACC0000100,CUST000070,checking,GBP,BR0011,2019-09-14,active,2019-09-14 00:00:00,ACCOUNT_OPENING_SVC
ACC0000101,CUST000071,savings,GBP,BR0010,2019-01-25,active,2019-01-25 00:00:00,ACCOUNT_OPENING_SVC
ACC0000102,CUST000071,checking,GBP,BR0011,2022-06-12,active,2022-06-12 00:00:00,ACCOUNT_OPENING_SVC
ACC0000103,CUST000072,business,CAD,BR0021,2021-02-19,dormant,2021-02-19 00:00:00,ACCOUNT_OPENING_SVC
ACC0000104,CUST000073,business,NGN,BR0025,2022-03-18,active,2022-03-18 00:00:00,ACCOUNT_OPENING_SVC
ACC0000105,CUST000074,business,GBP,BR0012,2021-05-29,active,2021-05-29 00:00:00,ACCOUNT_OPENING_SVC
ACC0000106,CUST000075,checking,CNY,BR0005,2020-03-15,active,2020-03-15 00:00:00,ACCOUNT_OPENING_SVC
ACC0000107,CUST000075,savings,CNY,,2021-05-25,active,2021-05-25 00:00:00,ACCOUNT_OPENING_SVC
ACC0000108,CUST000076,business,GBP,BR0012,2022-05-30,active,2022-05-30 00:00:00,ACCOUNT_OPENING_SVC
ACC0000109,CUST000077,checking,USD,BR0003,2023-08-12,active,2023-08-12 00:00:00,ACCOUNT_OPENING_SVC
ACC0000110,CUST000078,business,RUB,BR0027,2025-08-29,active,2025-08-29 00:00:00,ACCOUNT_OPENING_SVC
ACC0000111,CUST000079,checking,USD,BR0004,2022-04-20,dormant,2022-04-20 00:00:00,ACCOUNT_OPENING_SVC
ACC0000112,CUST000080,savings,INR,BR0002,2024-04-02,active,2024-04-02 00:00:00,ACCOUNT_OPENING_SVC
ACC0000113,CUST000081,business,AUD,BR0030,2024-09-04,active,2024-09-04 00:00:00,ACCOUNT_OPENING_SVC
ACC0000114,CUST000082,business,CAD,BR0022,2019-03-12,,2019-03-12 00:00:00,ACCOUNT_OPENING_SVC
ACC0000115,CUST000082,business,CAD,BR0023,2019-01-18,active,2019-01-18 00:00:00,ACCOUNT_OPENING_SVC
ACC0000116,CUST000083,savings,INR,BR0001,2019-03-19,active,2019-03-19 00:00:00,ACCOUNT_OPENING_SVC
ACC0000117,CUST000084,savings,GBP,BR0012,2024-07-06,active,2024-07-06 00:00:00,ACCOUNT_OPENING_SVC
ACC0000118,CUST000084,savings,GBP,,2022-07-05,active,2022-07-05 00:00:00,ACCOUNT_OPENING_SVC
ACC0000119,CUST000085,savings,CNY,BR0006,2018-11-22,closed,2018-11-22 00:00:00,ACCOUNT_OPENING_SVC
ACC0000120,CUST000086,savings,CNY,BR0006,2026-03-20,active,2026-03-20 00:00:00,ACCOUNT_OPENING_SVC
ACC0000121,CUST000086,savings,CNY,BR0006,2025-01-03,active,2025-01-03 00:00:00,ACCOUNT_OPENING_SVC
ACC0000122,CUST000087,savings,CNY,BR0006,2024-07-08,active,2024-07-08 00:00:00,ACCOUNT_OPENING_SVC
ACC0000123,CUST000088,savings,NGN,BR0026,2024-12-09,active,2024-12-09 00:00:00,ACCOUNT_OPENING_SVC
ACC0000124,CUST000088,savings,NGN,BR0026,2025-06-21,active,2025-06-21 00:00:00,ACCOUNT_OPENING_SVC
ACC0000125,CUST000089,business,CAD,BR0022,2025-06-05,closed,2025-06-05 00:00:00,ACCOUNT_OPENING_SVC
ACC0000126,CUST000090,checking,EUR,BR0018,2021-12-11,active,2021-12-11 00:00:00,ACCOUNT_OPENING_SVC
ACC0000127,CUST000091,savings,INR,BR0002,2022-09-25,active,2022-09-25 00:00:00,ACCOUNT_OPENING_SVC
ACC0000128,CUST000092,business,CNY,BR0005,2021-05-22,active,2021-05-22 00:00:00,ACCOUNT_OPENING_SVC
ACC0000129,CUST000092,checking,CNY,BR0005,2026-01-02,active,2026-01-02 00:00:00,ACCOUNT_OPENING_SVC
ACC0000130,CUST000092,checking,CNY,BR0005,2026-03-24,active,2026-03-24 00:00:00,ACCOUNT_OPENING_SVC
ACC0000131,CUST000093,checking,AUD,BR0030,2023-08-27,active,2023-08-27 00:00:00,ACCOUNT_OPENING_SVC
ACC0000132,CUST000094,business,USD,BR0004,2020-01-31,active,2020-01-31 00:00:00,ACCOUNT_OPENING_SVC
ACC0000133,CUST000095,checking,SGD,BR0015,2026-02-23,dormant,2026-02-23 00:00:00,ACCOUNT_OPENING_SVC
ACC0000134,CUST000096,checking,EUR,BR0016,2022-07-17,active,2022-07-17 00:00:00,ACCOUNT_OPENING_SVC
ACC0000135,CUST000097,savings,AUD,BR0030,2025-09-30,active,2025-09-30 00:00:00,ACCOUNT_OPENING_SVC
ACC0000136,CUST000098,checking,GBP,BR0012,2023-09-15,active,2023-09-15 00:00:00,ACCOUNT_OPENING_SVC
ACC0000137,CUST000099,savings,AUD,BR0030,2023-04-10,active,2023-04-10 00:00:00,ACCOUNT_OPENING_SVC
ACC0000138,CUST000100,business,AED,BR0007,2024-05-19,active,2024-05-19 00:00:00,ACCOUNT_OPENING_SVC
ACC0000139,CUST000100,savings,AED,BR0009,2019-03-15,active,2019-03-15 00:00:00,ACCOUNT_OPENING_SVC
ACC0000140,CUST000101,checking,USD,BR0003,2024-07-05,dormant,2024-07-05 00:00:00,ACCOUNT_OPENING_SVC
ACC0000141,CUST000102,business,AED,BR0009,2020-03-19,active,2020-03-19 00:00:00,ACCOUNT_OPENING_SVC
ACC0000142,CUST000103,checking,SGD,BR0015,2019-07-11,active,2019-07-11 00:00:00,ACCOUNT_OPENING_SVC
ACC0000143,CUST000103,business,SGD,BR0014,2023-06-04,active,2023-06-04 00:00:00,ACCOUNT_OPENING_SVC
ACC0000144,CUST000104,business,SGD,BR0015,2020-10-18,active,2020-10-18 00:00:00,ACCOUNT_OPENING_SVC
ACC0000145,CUST000104,savings,SGD,BR0015,2018-05-20,active,2018-05-20 00:00:00,ACCOUNT_OPENING_SVC
ACC0000146,CUST000105,business,AUD,BR0030,2026-02-20,active,2026-02-20 00:00:00,ACCOUNT_OPENING_SVC
ACC0000147,CUST000106,checking,AUD,BR0029,2018-08-04,active,2018-08-04 00:00:00,ACCOUNT_OPENING_SVC
ACC0000148,CUST000107,checking,USD,BR0003,2018-01-13,active,2018-01-13 00:00:00,ACCOUNT_OPENING_SVC
ACC0000149,CUST000108,checking,CNY,BR0006,2025-09-20,active,2025-09-20 00:00:00,ACCOUNT_OPENING_SVC
ACC0000150,CUST000109,savings,CAD,BR0021,2025-09-09,active,2025-09-09 00:00:00,ACCOUNT_OPENING_SVC
ACC0000151,CUST000110,checking,CAD,BR0023,2019-07-27,active,2019-07-27 00:00:00,ACCOUNT_OPENING_SVC
ACC0000152,CUST000111,savings,USD,BR0003,2022-03-11,active,2022-03-11 00:00:00,ACCOUNT_OPENING_SVC
ACC0000153,CUST000111,checking,USD,BR0004,2018-07-06,active,2018-07-06 00:00:00,ACCOUNT_OPENING_SVC
ACC0000154,CUST000111,business,USD,BR0003,2018-02-15,active,2018-02-15 00:00:00,ACCOUNT_OPENING_SVC
ACC0000155,CUST000112,business,GBP,BR0012,2018-06-09,active,2018-06-09 00:00:00,ACCOUNT_OPENING_SVC
ACC0000156,CUST000113,business,RUB,BR0027,2025-06-12,active,2025-06-12 00:00:00,ACCOUNT_OPENING_SVC
ACC0000157,CUST000113,savings,RUB,BR0028,2023-07-12,active,2023-07-12 00:00:00,ACCOUNT_OPENING_SVC
ACC0000158,CUST000113,business,RUB,BR0028,2024-12-18,active,2024-12-18 00:00:00,ACCOUNT_OPENING_SVC
ACC0000159,CUST000114,business,SGD,BR0014,2022-08-09,active,2022-08-09 00:00:00,ACCOUNT_OPENING_SVC
ACC0000160,CUST000115,checking,CAD,BR0023,2020-07-03,active,2020-07-03 00:00:00,ACCOUNT_OPENING_SVC
ACC0000161,CUST000116,business,RUB,BR0028,2022-04-15,active,2022-04-15 00:00:00,ACCOUNT_OPENING_SVC
ACC0000162,CUST000117,savings,GBP,BR0012,2018-12-20,active,2018-12-20 00:00:00,ACCOUNT_OPENING_SVC
ACC0000163,CUST000118,savings,AED,BR0008,2021-04-28,active,2021-04-28 00:00:00,ACCOUNT_OPENING_SVC
ACC0000164,CUST000119,checking,AUD,BR0030,2019-04-06,active,2019-04-06 00:00:00,ACCOUNT_OPENING_SVC
ACC0000165,CUST000120,checking,NGN,BR0026,2023-03-30,active,2023-03-30 00:00:00,ACCOUNT_OPENING_SVC
ACC0000166,CUST000121,savings,INR,,2021-09-22,active,2021-09-22 00:00:00,ACCOUNT_OPENING_SVC
ACC0000167,CUST000122,business,NGN,BR0025,2020-10-21,active,2020-10-21 00:00:00,ACCOUNT_OPENING_SVC
ACC0000168,CUST000123,business,AUD,BR0029,2018-05-01,active,2018-05-01 00:00:00,ACCOUNT_OPENING_SVC
ACC0000169,CUST000124,savings,CNY,BR0006,2019-01-31,active,2019-01-31 00:00:00,ACCOUNT_OPENING_SVC
ACC0000170,CUST000125,business,EUR,BR0018,2019-06-27,active,2019-06-27 00:00:00,ACCOUNT_OPENING_SVC
ACC0000171,CUST000126,checking,CNY,BR0005,2020-04-30,active,2020-04-30 00:00:00,ACCOUNT_OPENING_SVC
ACC0000172,CUST000126,savings,CNY,BR0005,2026-04-29,active,2026-04-29 00:00:00,ACCOUNT_OPENING_SVC
ACC0000173,CUST000127,savings,GBP,BR0012,2025-01-30,active,2025-01-30 00:00:00,ACCOUNT_OPENING_SVC
ACC0000174,CUST000127,savings,GBP,BR0011,2018-03-11,active,2018-03-11 00:00:00,ACCOUNT_OPENING_SVC
ACC0000175,CUST000128,business,GBP,BR0011,2024-10-12,active,2024-10-12 00:00:00,ACCOUNT_OPENING_SVC
ACC0000176,CUST000128,business,GBP,BR0013,2025-06-23,active,2025-06-23 00:00:00,ACCOUNT_OPENING_SVC
ACC0000177,CUST000128,checking,GBP,BR0011,2018-08-13,active,2018-08-13 00:00:00,ACCOUNT_OPENING_SVC
ACC0000178,CUST000129,business,SGD,BR0014,2021-12-07,active,2021-12-07 00:00:00,ACCOUNT_OPENING_SVC
ACC0000179,CUST000130,savings,EUR,BR0017,2018-08-20,active,2018-08-20 00:00:00,ACCOUNT_OPENING_SVC
ACC0000180,CUST000131,savings,USD,BR0003,2020-09-25,active,2020-09-25 00:00:00,ACCOUNT_OPENING_SVC
ACC0000181,CUST000132,savings,USD,BR0003,2023-10-03,active,2023-10-03 00:00:00,ACCOUNT_OPENING_SVC
ACC0000182,CUST000133,checking,USD,BR0003,2020-08-02,active,2020-08-02 00:00:00,ACCOUNT_OPENING_SVC
ACC0000183,CUST000133,business,USD,BR0003,2019-04-19,active,2019-04-19 00:00:00,ACCOUNT_OPENING_SVC
ACC0000184,CUST000133,savings,USD,BR0004,2021-05-30,dormant,2021-05-30 00:00:00,ACCOUNT_OPENING_SVC
ACC0000185,CUST000134,business,USD,BR0004,2021-11-02,active,2021-11-02 00:00:00,ACCOUNT_OPENING_SVC
ACC0000186,CUST000134,checking,USD,BR0004,2020-07-01,active,2020-07-01 00:00:00,ACCOUNT_OPENING_SVC
ACC0000187,CUST000134,savings,USD,BR0004,2020-08-09,active,2020-08-09 00:00:00,ACCOUNT_OPENING_SVC
ACC0000188,CUST000135,business,RUB,BR0028,2021-02-17,active,2021-02-17 00:00:00,ACCOUNT_OPENING_SVC
ACC0000189,CUST000135,savings,RUB,BR0027,2023-04-29,active,2023-04-29 00:00:00,ACCOUNT_OPENING_SVC
ACC0000190,CUST000136,savings,AUD,BR0029,2018-12-07,active,2018-12-07 00:00:00,ACCOUNT_OPENING_SVC
ACC0000191,CUST000137,business,USD,BR0003,2025-01-22,active,2025-01-22 00:00:00,ACCOUNT_OPENING_SVC
ACC0000192,CUST000137,checking,USD,BR0004,2026-02-22,active,2026-02-22 00:00:00,ACCOUNT_OPENING_SVC
ACC0000193,CUST000137,checking,USD,BR0004,2018-02-07,active,2018-02-07 00:00:00,ACCOUNT_OPENING_SVC
ACC0000194,CUST000138,checking,RUB,BR0028,2023-10-03,closed,2023-10-03 00:00:00,ACCOUNT_OPENING_SVC
ACC0000195,CUST000139,checking,USD,BR0004,2019-04-07,active,2019-04-07 00:00:00,ACCOUNT_OPENING_SVC
ACC0000196,CUST000140,checking,SGD,BR0014,2018-10-17,active,2018-10-17 00:00:00,ACCOUNT_OPENING_SVC
ACC0000197,CUST000141,checking,NGN,BR0025,2019-03-09,active,2019-03-09 00:00:00,ACCOUNT_OPENING_SVC
ACC0000198,CUST000141,business,NGN,BR0026,2025-10-26,active,2025-10-26 00:00:00,ACCOUNT_OPENING_SVC
ACC0000199,CUST000142,business,AUD,BR0030,2019-05-28,active,2019-05-28 00:00:00,ACCOUNT_OPENING_SVC
ACC0000200,CUST000142,checking,AUD,BR0030,2018-02-03,active,2018-02-03 00:00:00,ACCOUNT_OPENING_SVC
ACC0000201,CUST000143,checking,AUD,BR0029,2019-02-20,active,2019-02-20 00:00:00,ACCOUNT_OPENING_SVC
ACC0000202,CUST000144,checking,AED,BR0007,2020-02-23,active,2020-02-23 00:00:00,ACCOUNT_OPENING_SVC
ACC0000203,CUST000145,savings,AUD,BR0029,2023-01-20,active,2023-01-20 00:00:00,ACCOUNT_OPENING_SVC
ACC0000204,CUST000146,checking,CAD,BR0022,2022-10-26,active,2022-10-26 00:00:00,ACCOUNT_OPENING_SVC
ACC0000205,CUST000147,business,AED,BR0009,2020-09-14,active,2020-09-14 00:00:00,ACCOUNT_OPENING_SVC
ACC0000206,CUST000148,business,NGN,BR0024,2021-01-13,,2021-01-13 00:00:00,ACCOUNT_OPENING_SVC
ACC0000207,CUST000148,business,NGN,BR0026,2024-07-29,active,2024-07-29 00:00:00,ACCOUNT_OPENING_SVC
ACC0000208,CUST000149,business,NGN,BR0025,2025-06-26,active,2025-06-26 00:00:00,ACCOUNT_OPENING_SVC
ACC0000209,CUST000150,savings,SGD,BR0014,2021-09-06,active,2021-09-06 00:00:00,ACCOUNT_OPENING_SVC
ACC0000210,CUST000151,checking,USD,BR0003,2025-01-09,active,2025-01-09 00:00:00,ACCOUNT_OPENING_SVC
ACC0000211,CUST000152,business,RUB,BR0028,2021-07-08,active,2021-07-08 00:00:00,ACCOUNT_OPENING_SVC
ACC0000212,CUST000153,savings,GBP,BR0011,2026-05-08,active,2026-05-08 00:00:00,ACCOUNT_OPENING_SVC
ACC0000213,CUST000154,savings,NGN,BR0024,2019-05-29,active,2019-05-29 00:00:00,ACCOUNT_OPENING_SVC
ACC0000214,CUST000155,business,EUR,BR0018,2023-10-15,active,2023-10-15 00:00:00,ACCOUNT_OPENING_SVC
ACC0000215,CUST000156,business,INR,BR0002,2020-11-07,active,2020-11-07 00:00:00,ACCOUNT_OPENING_SVC
ACC0000216,CUST000157,savings,AUD,BR0029,2018-12-10,closed,2018-12-10 00:00:00,ACCOUNT_OPENING_SVC
